Model,Reaction_ID,Reaction_Name,Reaction_Equation,Subsystem,Genes,Gene_Rules,Reversible,FBA_Flux,pFBA_Flux,Flux_Change,Abs_Flux_Change,Percent_Change,Is_Cycling_Candidate
HSD,MAR02188,"3, 4-Dihydroxymandelaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism","H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + 3,4-dihydroxymandelaldehyde [Mitochondria][m] <=> 2 H+ [Mitochondria][m] + NADH [Mitochondria][m] + 3,4-dihydroxymandelate [Mitochondria][m]","Miscellaneous",Aldh-III,Aldh-III,1,-22.1555377204132,0,-22.1555377204132,22.1555377204132,-100,0
HSD,MAR02189,"3, 4-Dihydroxymandelaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism","H2O [Mitochondria][m] + NADP+ [Mitochondria][m] + 3,4-dihydroxymandelaldehyde [Mitochondria][m] => 2 H+ [Mitochondria][m] + NADPH [Mitochondria][m] + 3,4-dihydroxymandelate [Mitochondria][m]","Miscellaneous",Aldh-III,Aldh-III,0,22.1555377204133,0,22.1555377204133,22.1555377204133,100,0
HSD,MAR02192,"3-Methoxy-4-Hydroxyphenylacetaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism","H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + 3-methoxy-4-hydroxyphenylacetaldehyde [Mitochondria][m] <=> 2 H+ [Mitochondria][m] + NADH [Mitochondria][m] + homovanillate [Mitochondria][m]","Miscellaneous",Aldh-III,Aldh-III,1,-1000,0,-1000,1000,-100,1
HSD,MAR02195,"3-Methoxy-4-Hydroxyphenylacetaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism","H2O [Mitochondria][m] + NADP+ [Mitochondria][m] + 3-methoxy-4-hydroxyphenylacetaldehyde [Mitochondria][m] => 2 H+ [Mitochondria][m] + NADPH [Mitochondria][m] + homovanillate [Mitochondria][m]","Miscellaneous",Aldh-III,Aldh-III,0,1000,0,1000,1000,100,1
HSD,MAR02196,"3-Methoxy-4-Hydroxyphenylglycolaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism","H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + 3-methoxy-4-hydroxyphenylglycolaldehyde [Mitochondria][m] <=> 2 H+ [Mitochondria][m] + NADH [Mitochondria][m] + vanillylmandelate [Mitochondria][m]","Miscellaneous",Aldh-III,Aldh-III,1,0,0,0,0,0,0
HSD,MAR02197,"3-Methoxy-4-Hydroxyphenylglycolaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism","H2O [Mitochondria][m] + NADP+ [Mitochondria][m] + 3-methoxy-4-hydroxyphenylglycolaldehyde [Mitochondria][m] => 2 H+ [Mitochondria][m] + NADPH [Mitochondria][m] + vanillylmandelate [Mitochondria][m]","Miscellaneous",Aldh-III,Aldh-III,0,0,0,0,0,0,0
HSD,MAR02767,"","(24R)-24,25-dihydroxycalciol [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + O2 [Mitochondria][m] => 23S,25,26-trihydroxyvitamin D3 [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m]","Vitamin D metabolism",Cyp49a1,Cyp49a1,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR02960,"","11-cis-retinal [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 4-OH-9-cis-retinal [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Vitamin A metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR02993,"","9-cis-retinal [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 4-OH-retinal [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Vitamin A metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR03354,"Alcohol Dehydrogenase (NADP+)","alkyl-glycerone-3-phosphate [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + 1-Alkyl-Sn-Glycerol 3-Phosphate [Cytosol][c]","Glycerophospholipid metabolism",CG2767,CG2767,0,0,0,0,0,0,0
HSD,MAR03599,"","H+ [Cytosol][c] + L-dopachrome [Cytosol][c] + NADH [Cytosol][c] <=> 2-carboxy-2,3-dihydro-5,6-dihydroxyindole [Cytosol][c] + NAD+ [Cytosol][c]","Tyrosine metabolism",,,1,0,0,0,0,0,0
HSD,MAR03815,"Aldehyde Dehydrogenase (NAD+)","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate [Cytosol][c] + 2 H+ [Cytosol][c] + NADH [Cytosol][c] <=> H2O [Cytosol][c] + NAD+ [Cytosol][c] + 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al [Cytosol][c]","Bile acid biosynthesis",Aldh-III,Aldh-III,1,0,0,0,0,0,0
HSD,MAR03817,"Aldehyde Dehydrogenase (NAD+)","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate [Mitochondria][m] + 2 H+ [Mitochondria][m] + NADH [Mitochondria][m] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m]","Bile acid biosynthesis",Aldh,Aldh,0,0,0,0,0,0,0
HSD,MAR06283,"Fatty Acid Beta Oxidation (C6->C4), Mitochondrial","CoA [Mitochondria][m] + FAD [Mitochondria][m] + H2O [Mitochondria][m] + hexanoyl-CoA [Mitochondria][m] + NAD+ [Mitochondria][m] => acetyl-CoA [Mitochondria][m] + butyryl-CoA [Mitochondria][m] + FADH2 [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m]","Fatty acid oxidation",Echs1; Mcad; yip2,Echs1 and Mcad and yip2,0,0,0,0,0,0,0
HSD,MAR06329,"Fatty Acid Beta Oxidation (C8->C6), Mitochondrial","CoA [Mitochondria][m] + FAD [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + octanoyl-CoA [Mitochondria][m] => acetyl-CoA [Mitochondria][m] + FADH2 [Mitochondria][m] + H+ [Mitochondria][m] + hexanoyl-CoA [Mitochondria][m] + NADH [Mitochondria][m]","Fatty acid oxidation",Echs1; Mcad; yip2,Echs1 and Mcad and yip2,0,0,0,0,0,0,0
HSD,MAR10448,"Formation of 7-Ketolithocholate","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + Chenodeoxycholate [Cytosol][c] => 2 H2O [Cytosol][c] + NADP+ [Cytosol][c] + 7-Ketolithocholate [Cytosol][c]","Bile acid biosynthesis",,,0,0,0,0,0,0,0
HSD,MAR11476,"Formation of 2-Hydroxy-3-Methyl-Valerate","2-oxo-3-methylvalerate [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] <=> NAD+ [Cytosol][c] + 2-Hydroxy-3-Methyl-Valerate [Cytosol][c]","Valine, leucine, and isoleucine metabolism",TSG101,TSG101,1,0,0,0,0,0,0
HSD,MAR11479,"Formation of 2-Hydroxy-Isovalerate","3-methyl-2-oxobutyrate [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] <=> NAD+ [Cytosol][c] + 2-Hydroxy-Isovalerate [Cytosol][c]","Valine, leucine, and isoleucine metabolism",TSG101,TSG101,1,0,0,0,0,0,0
HSD,MAR12005,"3, 4-Dihydroxyphenylethanol:NADP+ Reductase","3,4-dihydroxyphenylacetaldehyde [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => NADP+ [Cytosol][c] + 3,4-Dihydroxyphenylethanol [Cytosol][c]","Tyrosine metabolism",CG2767,CG2767,0,0,0,0,0,0,0
HSD,MAR12183,"Chenodeoxycholic acid 6alpha-hydroxylase","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + Chenodeoxycholate [Cytosol][c] => H2O [Cytosol][c] + NADP+ [Cytosol][c] + Hyocholic acid; gamma-Muricholate [Cytosol][c]","Bile acid biosynthesis",Cyp9f2,Cyp9f2,0,0,0,0,0,0,0
HSD,MAR20001,"","NAD+ [Mitochondria][m] + threonine [Mitochondria][m] => H+ [Mitochondria][m] + L-2-amino-3-oxobutanoic acid [Mitochondria][m] + NADH [Mitochondria][m]","Glycine, serine and threonine metabolism",CG5955,CG5955,0,5.6043037090867,3.48803950689958,2.11626420218712,2.11626420218712,37.76141180136,0
HSD,MAR04497,"","hydracrylate [Mitochondria][m] + NAD+ [Mitochondria][m] => 3-oxopropanoate [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m]","Propanoate metabolism",,,0,0.420322778181503,0.419902455403321,0.000420322778181437,0.000420322778181437,0.0999999999999843,0
HSD,MAR06981,"","4-trimethylammoniobutanal [Cytosol][c] + H2O [Cytosol][c] + NAD+ [Cytosol][c] => gamma-butyrobetaine [Cytosol][c] + 2 H+ [Cytosol][c] + NADH [Cytosol][c]","Lysine metabolism",,,0,0,0,0,0,0,0
HSD,MAR06634,"","NADPH [Cytosol][c] + O2 [Cytosol][c] + retinol [Cytosol][c] => 4-oxoretinol [Cytosol][c] + H+ [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Retinol metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06641,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + retinol [Cytosol][c] => 4-hydroxyvitamin A1 [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Retinol metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06655,"","4-OH-9-cis-retinal [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 4-oxo-9-cis-retinal [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Retinol metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06664,"","9-cis-retinoate [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 4-oxo-9-cis-retinoate [Cytosol][c] + H+ [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Retinol metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06677,"","13-cis-retinal [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 4-OH-13-cis-retinal [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Retinol metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06687,"","13-cis-retinoate [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 5,8-epoxy-13-cis-retinoate [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Retinol metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06700,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + retinoate [Cytosol][c] => 4-hydroxy-all-trans-retinoate [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Retinol metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06702,"","4-hydroxy-all-trans-retinoate [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 4-oxo-all-trans-retinoate [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Retinol metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR08615,"","NADH [Mitochondria][m] + cob(II)alamin [Mitochondria][m] <=> H+ [Mitochondria][m] + NAD+ [Mitochondria][m] + cob(I)alamin [Mitochondria][m]","Vitamin B12 metabolism",,,1,0.700537963635838,0.699837425672202,0.000700537963636227,0.000700537963636227,0.100000000000056,0
HSD,MAR03923,"","glycine [Mitochondria][m] + NAD+ [Mitochondria][m] + THF [Mitochondria][m] => 5,10-methylene-THF [Mitochondria][m] + CO2 [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + NH3 [Mitochondria][m]","Folate metabolism",CG3999; CG6415; CG7430; ppl,CG3999 and CG6415 and CG7430 and ppl,0,0,0,0,0,0,0
HSD,MAR04442,"","NADPH [Cytosol][c] + 5,10-methenyl-THF [Cytosol][c] <=> 5,10-methylene-THF [Cytosol][c] + NADP+ [Cytosol][c]","Folate metabolism",pug,pug,1,0,0,0,0,0,0
HSD,MAR20017,"","AKG [Cytosol][c] + glutamine [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] => 2 glutamate [Cytosol][c] + NAD+ [Cytosol][c]","Alanine, aspartate and glutamate metabolism",GS,GS,0,0,0,0,0,0,0
HSD,MAR04332,"","dihydrofolate [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] <=> NAD+ [Cytosol][c] + THF [Cytosol][c]","Folate metabolism",Dhfr,Dhfr,1,0.420322778181503,0.419902455403321,0.000420322778181437,0.000420322778181437,0.0999999999999843,0
HSD,MAR08566,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + melatonin [Cytosol][c] => H2O [Cytosol][c] + NADP+ [Cytosol][c] + 6-hydroxymelatonin [Cytosol][c]","Tryptophan metabolism",Cyp18a1,Cyp18a1,0,0,0,0,0,0,0
HSD,MAR08758,"","formate [Cytosol][c] + NAD+ [Cytosol][c] => CO2 [Cytosol][c] + NADH [Cytosol][c]","Folate metabolism",CG8665,CG8665,0,0,0,0,0,0,0
HSD,MAR07778,"","NADP+ [Endoplasmic reticulum][r] => NADP+ [Cytosol][c]","Transport reactions",,,0,1.12086074181734,1.11973988107552,0.00112086074181761,0.00112086074181761,0.100000000000024,0
HSD,MAR07780,"","NADPH [Cytosol][c] => NADPH [Endoplasmic reticulum][r]","Transport reactions",,,0,1.12086074181734,1.11973988107552,0.00112086074181761,0.00112086074181761,0.100000000000024,0
HSD,MAR00149,"Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA)","H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] + oleoyl-CoA [Cytosol][c] => (6Z,9Z)-octadecadienoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NAD+ [Cytosol][c]","Fatty acid biosynthesis",Cyt-b5-r,Cyt-b5-r,0,0,0,0,0,0,0
HSD,MAR02430,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis,cis-2,11,14-eicosatrienoyl-CoA [Cytosol][c] => (11Z,14Z)-eicosadienoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-6 fatty acid metabolism",Sc2,Sc2,0,0,0,0,0,0,0
HSD,MAR02311,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis-2,11-eicosadienoyl-CoA [Cytosol][c] => (11Z)-eicosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",Sc2,Sc2,0,0,0,0,0,0,0
HSD,MAR02321,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis-2,13-docosadienoyl-CoA [Cytosol][c] => (13Z)-docosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",Sc2,Sc2,0,0,0,0,0,0,0
HSD,MAR02330,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis-2,15-tetracosadienoyl-CoA [Cytosol][c] => (15Z)-tetracosenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Fatty acid biosynthesis (unsaturated)",Sc2,Sc2,0,0,0,0,0,0,0
HSD,MAR02528,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA [Cytosol][c] => 12,15,18,21-tetracosatetraenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-3 fatty acid metabolism",Sc2,Sc2,0,0,0,0,0,0,0
HSD,MAR03242,"","NAD+ [Mitochondria][m] + 3(S)-hydroxy-13-cis-eicosenoyl-CoA [Mitochondria][m] => H+ [Mitochondria][m] + NADH [Mitochondria][m] + 3-oxo-13-cis-eicosenoyl-CoA [Mitochondria][m]","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)",Mtpα; scu,Mtpα and scu,0,0,0,0,0,0,0
HSD,MAR03246,"","NAD+ [Mitochondria][m] + (S)-3-hydroxy-11-cis-octadecenoyl-CoA [Mitochondria][m] => H+ [Mitochondria][m] + NADH [Mitochondria][m] + 3-oxo-11-cis-octadecenoyl-CoA [Mitochondria][m]","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)",Mtpα; scu,Mtpα and scu,0,0,0,0,0,0,0
HSD,MAR00151,"Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA)","(2E)-octadecenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] => (6Z,9Z)-octadecadienoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NAD+ [Cytosol][c]","Fatty acid biosynthesis",Cyt-b5-r,Cyt-b5-r,0,0,0,0,0,0,0
HSD,MAR00181,"Fatty Acyl Coenzyme A Desaturase (N-C20:3CoA -> N-C20:4CoA)","dihomo-gamma-linolenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] => arachidonyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NAD+ [Cytosol][c]","Fatty acid biosynthesis",Cyt-b5-r,Cyt-b5-r,0,0,0,0,0,0,0
HSD,MAR00186,"Fatty Acyl Coenzyme A Desaturase (N-C20:4CoA -> N-C20:5CoA)","(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] => (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NAD+ [Cytosol][c]","Fatty acid biosynthesis",Cyt-b5-r,Cyt-b5-r,0,0,0,0,0,0,0
HSD,MAR00757,"Beta Oxidation of Long Chain Fatty Acid","4 CoA [Mitochondria][m] + 4 FAD [Mitochondria][m] + 4 H2O [Mitochondria][m] + 4 NAD+ [Mitochondria][m] + palmitoyl-CoA [Mitochondria][m] => 4 acetyl-CoA [Mitochondria][m] + 4 FADH2 [Mitochondria][m] + 4 H+ [Mitochondria][m] + 4 NADH [Mitochondria][m] + octanoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Mcad,Mcad,0,0,0,0,0,0,0
HSD,MAR00764,"Beta Oxidation Fatty Acid","4 CoA [Mitochondria][m] + 3 FAD [Mitochondria][m] + 4 H2O [Mitochondria][m] + 4 NAD+ [Mitochondria][m] + (2E)-hexadecenoyl-CoA [Mitochondria][m] => 4 acetyl-CoA [Mitochondria][m] + 3 FADH2 [Mitochondria][m] + 4 H+ [Mitochondria][m] + 4 NADH [Mitochondria][m] + octanoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Mcad,Mcad,0,0,0,0,0,0,0
HSD,MAR00776,"Beta Oxidation of Long Chain Fatty Acid","CoA [Mitochondria][m] + FAD [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + stearoyl-CoA [Mitochondria][m] => acetyl-CoA [Mitochondria][m] + FADH2 [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + palmitoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Mcad,Mcad,0,0,0,0,0,0,0
HSD,MAR00869,"Beta Oxidation of Long Chain Fatty Acid","CoA [Mitochondria][m] + FAD [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + eicosanoyl-CoA [Mitochondria][m] => acetyl-CoA [Mitochondria][m] + FADH2 [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + stearoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Mcad,Mcad,0,0,0,0,0,0,0
HSD,MAR00965,"Beta Oxidation of Long Chain Fatty Acid","CoA [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + O2 [Mitochondria][m] + (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA [Mitochondria][m] => (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA [Mitochondria][m] + acetyl-CoA [Mitochondria][m] + H+ [Mitochondria][m] + H2O2 [Mitochondria][m] + NADH [Mitochondria][m]","Fatty acid oxidation",Mcad,Mcad,0,0,0,0,0,0,0
HSD,MAR01024,"Fatty-Acyl Coenzyme A Synthase (N-C14:0CoA)","3 H+ [Cytosol][c] + lauroyl-CoA [Cytosol][c] + malonyl-CoA [Cytosol][c] + 2 NADPH [Cytosol][c] => CO2 [Cytosol][c] + CoA [Cytosol][c] + H2O [Cytosol][c] + myristoyl-CoA [Cytosol][c] + 2 NADP+ [Cytosol][c]","Fatty acid biosynthesis",,,0,0,0,0,0,0,0
HSD,MAR02149,"Trans-Dodec-2-Enoyl Coenzyme A Reductase","NADP+ [Mitochondria][m] + lauroyl-CoA [Mitochondria][m] <=> (2E)-dodecenoyl-CoA [Mitochondria][m] + H+ [Mitochondria][m] + NADPH [Mitochondria][m]","Fatty acid oxidation",CG16935,CG16935,1,-21.875322534959,-3.9079419623029,-17.9673805726561,17.9673805726561,-82.1353858620479,0
HSD,MAR05024,"Fatty Acid Beta Oxidation (C10->C8), Mitochondrial","CoA [Mitochondria][m] + FAD [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + decanoyl-CoA [Mitochondria][m] => acetyl-CoA [Mitochondria][m] + FADH2 [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + octanoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Echs1; Mcad; yip2,Echs1 and Mcad and yip2,0,0,0,0,0,0,0
HSD,MAR05030,"Fatty Acid Beta Oxidation (C11->C9), Mitochondrial","CoA [Mitochondria][m] + FAD [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + undecanoyl-CoA [Mitochondria][m] => acetyl-CoA [Mitochondria][m] + FADH2 [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + nonanoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Echs1; Mcad; yip2,Echs1 and Mcad and yip2,0,0,0,0,0,0,0
HSD,MAR05095,"Fatty Acid Beta Oxidation (C12->C10), Mitochondrial","CoA [Mitochondria][m] + FAD [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + lauroyl-CoA [Mitochondria][m] => acetyl-CoA [Mitochondria][m] + FADH2 [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + decanoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Echs1; Mcad; yip2,Echs1 and Mcad and yip2,0,0,0,0,0,0,0
HSD,MAR05110,"Fatty Acid Beta Oxidation (C13->C11), Mitochondrial","CoA [Mitochondria][m] + FAD [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + tridecanoyl-CoA [Mitochondria][m] => acetyl-CoA [Mitochondria][m] + FADH2 [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + undecanoyl-CoA [Mitochondria][m]","Fatty acid oxidation",CG7461; Mtpα; Mtpβ,CG7461 and Mtpα and Mtpβ,0,0,0,0,0,0,0
HSD,MAR05988,"Fatty Acid Beta Oxidation (C5->C3), Mitochondrial","CoA [Mitochondria][m] + FAD [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + pentanoyl-CoA [Mitochondria][m] => acetyl-CoA [Mitochondria][m] + FADH2 [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + propanoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Arc42; Echs1; yip2,Arc42 and Echs1 and yip2,0,0,0,0,0,0,0
HSD,MAR06319,"Fatty Acid Beta Oxidation (C7->C5), Mitochondrial","CoA [Mitochondria][m] + FAD [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + heptanoyl-CoA [Mitochondria][m] => acetyl-CoA [Mitochondria][m] + FADH2 [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + pentanoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Echs1; Mcad; yip2,Echs1 and Mcad and yip2,0,0,0,0,0,0,0
HSD,MAR06347,"Fatty Acid Beta Oxidation (C9->C7), Mitochondrial","CoA [Mitochondria][m] + FAD [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + nonanoyl-CoA [Mitochondria][m] => acetyl-CoA [Mitochondria][m] + FADH2 [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + heptanoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Echs1; Mcad; yip2,Echs1 and Mcad and yip2,0,0,0,0,0,0,0
HSD,MAR00152,"Fatty Acyl Coenzyme A Desaturase (N-C18:2CoA -> N-C18:3CoA)","H+ [Cytosol][c] + linoleoyl-CoA [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] => gamma-linolenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NAD+ [Cytosol][c]","Fatty acid biosynthesis",Cyt-b5-r,Cyt-b5-r,0,0,0,0,0,0,0
HSD,MAR03238,"","dihydroceramide pool [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] => ceramide pool [Cytosol][c] + 2 H2O [Cytosol][c] + NAD+ [Cytosol][c]","Sphingolipid metabolism",,,0,0,0,0,0,0,0
HSD,MAR04336,"","10-formyl-THF [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c] => CO2 [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + THF [Cytosol][c]","Folate metabolism",CG8665,CG8665,0,0,0,0,0,0,0
HSD,MAR08442,"","2-oxobutyrate [Cytosol][c] + CoA [Cytosol][c] + NAD+ [Cytosol][c] => CO2 [Cytosol][c] + NADH [Cytosol][c] + propanoyl-CoA [Cytosol][c]","Glycine, serine and threonine metabolism",,,0,0,0,0,0,0,0
HSD,MAR02520,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA [Cytosol][c] => 10,13,16,19-docosatetraenoyl-CoA [Cytosol][c] + NADP+ [Cytosol][c]","Omega-3 fatty acid metabolism",Sc2,Sc2,0,0,0,0,0,0,0
HSD,MAR04654,"","folate [Cytosol][c] + NADH [Cytosol][c] <=> dihydrofolate [Cytosol][c] + NAD+ [Cytosol][c]","Folate metabolism",Dhfr,Dhfr,1,0,0,0,0,0,0
